geneid	WT_1	WT_2	WT_3	toyKD_1	toyKD_2	toyKD_3	PcKD_1	PcKD_2	PcKD_3	toy-PcKD_1	toy-PcKD_2	toy-PcKD_3	SfmbtKD_1	SfmbtKD_2	SfmbtKD_3	toy-SfmbtKD_1	toy-SfmbtKD_2	toy-SfmbtKD_3	ScmKD_1	ScmKD_2	ScmKD_3	toy-ScmKD_1	toy-ScmKD_2	toy-ScmKD_3
Vps45	533	148	270	884	469	480	164	178	475	573	155	162	476	216	284	209	428	538	275	309	220	182	175	247
Vps51	950	244	689	1575	891	920	362	306	873	1159	380	290	914	354	530	454	914	974	472	644	560	328	390	462
Vps52	935	262	637	1676	831	903	404	378	947	1062	328	310	897	360	458	404	801	977	606	695	539	338	392	534
Vps53	1188	294	772	2208	1151	1234	448	380	1050	1661	470	398	996	520	584	580	1314	1398	764	833	681	526	573	740
Vps54L	1223	298	733	2015	1086	978	468	418	938	1251	348	350	1021	466	614	430	1094	1008	508	499	478	366	292	330
Vps60	1533	466	1107	2773	1397	1605	769	630	1715	2013	630	541	1626	700	1009	776	1485	1808	912	1043	1025	614	724	956
Vps8	909	260	658	1586	932	870	390	298	796	1051	318	270	901	388	500	372	838	960	546	634	566	320	354	481
Vrp1	1443	412	902	2578	1313	1291	573	501	1301	1789	438	392	1290	538	756	599	1116	1367	736	863	790	461	537	618
Vsp37A	1828	481	1234	3497	1773	1826	751	684	2023	2304	648	573	1758	727	964	790	1778	1935	928	1142	1009	706	874	986
Vsx1	42	18	50	21	13	14	8	2	18	22	20	0	8	6	6	14	21	12	15	34	46	15	4	4
Vsx2	15	10	13	4	0	8	0	0	20	8	14	0	4	3	0	0	24	6	7	8	6	4	4	6
Vta1	3288	906	2381	6167	2980	3389	1567	1218	3770	4825	1290	1171	3095	1399	1734	1636	3184	3991	2070	2491	2187	1463	1835	2177
Vti1a	236	110	180	512	249	300	110	91	332	301	94	84	254	106	194	124	236	304	148	160	132	100	134	154
Vti1b	342	102	168	543	272	305	118	85	300	330	116	70	290	183	178	140	262	286	164	154	157	122	108	162
WASp	1313	347	888	2345	1261	1270	520	457	1225	1554	449	373	1194	514	721	531	1096	1333	622	695	629	400	467	475
WDR79	776	186	515	1661	880	944	384	350	940	1187	396	272	724	339	463	449	1064	952	503	662	506	389	400	535
WDY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WRNexo	1138	259	576	2036	1267	1056	696	608	1643	2000	570	489	1063	442	728	544	1553	1266	576	708	627	414	452	650
Wbp2	1686	447	926	2883	1395	1510	813	718	1558	2226	641	561	1533	684	852	732	1576	1630	814	1033	772	544	592	640
Wdr24	813	189	572	1580	934	882	353	304	723	945	316	280	711	235	391	344	821	828	332	466	327	221	299	378
Wdr59	732	166	438	1198	687	606	276	282	721	808	238	238	616	329	393	280	774	748	409	425	341	206	248	313
Wdr62	3053	874	1982	5460	2867	3000	1123	912	2072	3123	739	706	2655	1154	1507	1132	2344	2628	1150	1218	1295	788	873	1172
Wdr82	1554	462	1014	2756	1398	1530	672	626	1620	2037	604	524	1357	608	785	607	1569	1550	834	1179	979	667	710	932
Wee1	1424	384	949	2779	1512	1428	596	687	1615	2211	606	525	1381	656	807	714	1602	1545	808	1039	802	514	588	803
Whamy	34	1	0	6	7	2	2	0	2	1	0	0	5	8	4	2	0	1	2	2	2	0	0	0
Wnk	3309	957	2504	7267	3365	3410	1598	1196	2615	4245	1191	1210	3628	1555	2046	1601	4131	3716	1823	2307	2123	1177	1431	1678
Wnt10	20	15	23	29	9	21	12	4	21	13	8	0	23	10	8	10	15	16	3	8	4	4	5	8
Wnt2	711	298	673	1782	687	890	324	220	670	892	218	290	889	342	453	316	343	891	407	465	465	334	364	380
Wnt4	619	248	514	1208	416	526	252	162	518	816	188	140	475	162	258	208	358	452	510	636	624	372	472	350
Wnt5	4084	1195	3071	7608	3987	4068	1511	1263	3518	4773	1327	1305	3821	1703	2314	1681	3593	4140	2156	2592	2263	1509	1665	1938
Wnt6	1595	486	1172	2952	1511	1576	697	480	1358	1665	511	458	1431	633	789	563	1028	1416	754	856	790	398	543	532
Wsck	1920	542	1362	3766	1845	1898	1072	920	2547	2876	962	768	1981	912	1263	976	2482	2468	1300	1552	1283	896	1056	1370
Wwox	496	139	303	1133	627	497	324	286	806	1077	279	257	703	313	416	335	630	757	230	220	224	191	176	228
X11L	2848	722	1858	4877	2557	2654	1107	1006	2362	3375	911	907	2533	1024	1321	1015	2697	2721	1272	1582	1317	864	890	1120
X11Lbeta	2236	641	1705	2437	1054	1505	618	561	1115	1250	388	268	2580	1227	1429	702	1468	1967	1160	1606	1550	545	685	514
XNP	9825	2493	6043	17457	9471	9615	4502	3955	8820	12329	3789	3543	8744	4067	5714	4238	11629	10361	5700	6593	5470	3758	4241	5835
XRCC1	876	214	600	1900	1180	1197	478	433	1281	1402	412	450	787	386	551	468	1254	1252	512	600	532	414	434	616
Xbp1	9495	3308	7485	19090	7465	9081	3699	2756	9521	12041	3024	2678	11236	4800	5825	4626	6287	11206	5504	6598	5959	3544	4680	4567
Xe7	4158	938	2150	6676	3437	3930	1215	1135	2896	3837	976	949	3089	1338	1805	1179	2281	2650	695	890	714	433	510	606
Xpac	874	242	595	1692	922	939	445	367	997	1355	319	325	854	391	579	530	1065	1037	618	690	574	409	517	632
Xpc	6582	1703	4361	11880	7164	6787	2415	2551	6071	7920	2222	2376	5945	2570	4005	3007	7644	7037	3739	4252	3397	2664	2731	3694
Xpd	1868	466	1245	3394	1757	1907	832	677	1798	2239	619	652	1657	834	1129	858	2108	2063	985	1176	944	596	735	942
Xport-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xport-B	0	1	1	3	0	1	0	0	3	4	0	0	2	1	1	0	0	1	0	1	0	0	0	0
Xrcc2	35	17	23	76	21	32	26	14	42	46	8	10	32	12	19	20	37	26	31	26	16	5	8	19
Xrp1	15069	3442	8489	25781	13427	13948	7736	7006	15305	17806	5601	5693	13922	7281	10024	7464	21611	15114	6862	8068	6322	4511	4456	6273
YL-1	1203	358	853	2214	1192	1275	528	446	1193	1552	459	400	1153	520	796	511	1153	1343	639	742	664	458	527	514
YT521-B	7710	1651	4234	11943	6724	7112	2831	2630	6119	8264	2567	2185	5040	2315	3286	2568	5251	5829	2454	2791	2343	1719	1944	2147
Yeti	4227	1190	3139	8347	4017	4299	1518	1360	4072	4923	1416	1268	4214	1760	2661	1806	3378	4224	2217	2407	2158	1304	1646	1986
Yippee	1396	366	940	2783	1327	1467	561	448	1482	1660	469	470	1420	572	779	593	1456	1429	715	732	679	502	570	748
Ykt6	1210	351	833	2369	1118	1214	570	506	1365	1813	499	428	1260	566	862	685	1284	1536	826	838	765	532	630	810
Yp1	2	4	4	0	0	0	0	2	0	0	2	0	2	2	4	0	0	6	82	8	0	0	0	0
Yp2	6	0	2	12	16	14	6	6	14	8	0	2	14	0	14	14	10	18	58	18	2	2	6	10
Yp3	114	0	8	118	14	10	4	0	2	7	0	0	6	2	1	6	2	6	36	10	2	2	0	0
Yu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z600	6	0	4	11	4	8	0	0	3	8	2	0	12	0	2	4	4	11	2	2	0	0	0	0
ZAP3	7497	1881	4615	13764	7166	7367	2749	2585	5759	8119	2309	2288	6740	2838	4073	2789	6950	6840	2983	3555	3197	2010	2256	2695
ZC3H3	588	144	366	1145	536	654	228	207	511	692	228	185	532	214	330	240	478	548	204	236	191	122	116	210
ZIPIC	848	220	639	1478	819	842	360	308	874	1148	276	254	827	398	484	400	774	858	494	550	523	348	350	486
Zasp52	4861	1126	2992	8675	4924	5035	2483	2025	4466	5914	1907	1800	3654	1796	2229	1882	5100	4222	2058	2760	2308	1418	1573	2039
Zasp66	1043	218	1058	1204	583	730	627	257	548	562	153	68	421	337	207	262	423	1209	380	813	562	148	176	332
Zasp67	2	0	3	0	0	4	0	0	2	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc7	3427	862	2164	5848	3143	3128	1450	1166	2765	4180	1142	1235	2747	1422	2009	1542	3941	3669	2013	2480	1958	1469	1478	2074
Zfrp8	746	210	512	1400	742	689	354	300	882	1030	342	250	796	383	424	368	846	784	526	500	448	266	352	460
Zif	1985	498	1224	3585	1953	1928	827	739	1991	2360	678	678	1777	822	1173	912	1904	1868	1069	1161	882	602	747	948
Zip102B	4248	1124	2724	7507	3639	3901	1517	1254	3316	4530	1150	1138	3693	1458	2123	1506	2835	3292	1451	1709	1438	935	1104	1129
Zip42C.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zip42C.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zip48C	354	100	249	754	348	400	162	156	484	544	138	118	396	187	184	174	330	394	248	236	252	123	218	262
Zip71B	26	0	8	41	14	40	18	6	12	12	8	4	10	8	4	6	34	0	6	8	12	6	2	8
Zip88E	180	44	202	401	172	212	76	57	172	222	66	72	158	74	83	65	208	157	84	116	86	42	56	82
Zip89B	86	62	100	298	110	165	90	68	238	321	68	64	192	51	100	154	174	162	66	114	80	56	78	78
Zip99C	722	148	399	1327	622	697	314	275	679	791	224	216	722	341	370	270	604	638	341	425	312	174	272	337
Zir	5275	1426	3662	9645	5137	5243	1825	1584	3697	5460	1639	1480	4774	2113	2810	1931	5049	4859	2110	2457	2313	1436	1579	1838
Ziz	2232	753	1785	3733	1906	2060	890	707	1597	2520	616	574	2400	1018	1162	854	2026	2178	822	1019	1155	534	665	702
Zmynd10	60	13	38	161	64	75	37	36	114	148	54	35	141	70	116	101	127	157	30	24	32	10	15	18
Zn72D	5688	1633	3570	10308	5070	5274	2241	1856	4804	6940	1883	1648	5660	2330	3100	2450	4772	5553	2261	3077	2417	1342	1775	2173
ZnT33D	4	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0
ZnT35C	10	2	4	2	0	2	0	0	2	0	2	2	0	4	0	0	0	8	0	0	4	2	0	0
ZnT41F	858	204	455	1239	609	523	209	169	516	776	158	153	778	306	344	183	257	575	144	195	143	98	128	85
ZnT49B	1454	374	895	2797	1560	1592	592	460	1453	1621	516	442	1302	632	832	622	1498	1360	674	770	693	418	486	606
ZnT63C	2212	686	1626	4418	1918	2216	1041	824	2249	2792	659	673	2624	1177	1515	1116	1679	2557	1174	1292	1268	768	1016	983
ZnT77C	395	196	347	891	288	354	187	126	417	652	109	90	673	252	268	232	165	899	177	260	343	140	245	120
ZnT86D	1935	681	1559	4061	1947	2006	930	713	2340	2901	745	632	2154	1049	1242	1087	1851	2403	1244	1354	1376	832	1045	1254
Zpr1	1298	430	992	2556	1356	1417	634	528	1625	1920	558	440	1399	560	812	716	1496	1572	910	1052	936	576	730	1054
Zw	707	172	474	1409	647	699	359	302	881	1126	324	249	792	313	418	390	732	796	441	628	572	277	397	460
Zw10	2419	652	1550	4330	2472	2175	1115	1003	2646	3303	1077	961	2302	1071	1406	1180	2835	2675	1434	1800	1438	1010	1217	1576
Zwilch	1212	286	743	2279	1338	1125	592	505	1512	1613	464	425	1144	482	646	600	1442	1199	712	830	724	484	546	820
Zyx	3838	990	2290	6790	3626	3582	1130	1231	2519	3724	1032	994	2746	1064	1788	944	2482	2464	1002	1114	852	574	633	756
a	3508	950	2470	6846	3354	3603	988	914	1878	2988	798	743	3511	1477	2089	1336	2500	3451	1044	1284	1166	672	805	938
a10	4	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a6	1020	316	664	1967	985	945	417	375	1120	1262	368	376	852	419	524	422	1030	1082	574	722	582	415	463	608
aPKC	5454	1552	3605	10436	5412	5622	2537	2215	4920	8049	2156	2114	5532	2419	3169	2320	4967	5729	3065	3396	3047	1770	2147	2470
aay	804	146	344	972	450	434	128	114	266	552	66	54	628	208	446	160	142	380	128	140	134	101	156	98
ab	5327	1356	3649	10402	5870	5360	3542	3070	8393	8523	2589	2646	6632	3032	3971	3390	9258	7537	4939	5751	5139	3263	3479	4785
abd-A	22	2	0	46	2	6	44	16	40	46	8	14	2	0	2	10	4	0	1210	1420	1178	620	598	718
abo	556	110	346	976	623	496	242	189	535	692	242	185	493	244	298	269	684	529	300	315	290	172	224	264
abs	1514	385	953	2722	1314	1528	614	515	1245	1673	448	457	1480	606	773	620	1355	1470	574	635	485	337	416	487
ac	383	125	285	1235	662	686	88	70	205	410	104	96	444	102	198	136	312	392	106	128	120	74	126	126
acal	2	0	0	2	2	2	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0
achi	488	136	304	1031	554	568	179	158	459	577	138	212	457	164	227	151	472	428	151	139	167	120	94	135
acj6	18	18	10	6	6	2	0	0	14	4	10	0	12	0	8	2	12	4	0	6	0	0	0	4
ade2	3072	609	1690	5282	3160	3150	1558	1428	3005	4085	1337	1175	2676	1281	1676	1527	3891	3178	1643	2161	1611	1164	1263	1884
ade3	7345	784	2033	7125	4774	4092	1895	1774	3971	5849	1870	1575	2865	1717	1991	2085	5816	4086	2836	3510	2782	2104	2352	3475
ade5	7376	1195	2974	8114	4367	4626	1817	1515	4428	5464	1655	1384	3703	1889	2189	1846	4425	4339	2561	2969	2443	1552	1776	2357
adp	1079	261	704	1948	957	1005	444	342	1007	1222	373	345	980	353	553	489	1043	1125	513	642	576	361	424	534
aft	2540	652	1615	4810	2908	2800	1152	1076	2774	3481	1106	1020	2321	1192	1528	1404	3261	3110	1540	1966	1572	1208	1257	1890
ago	8837	2714	6851	16840	8173	9201	3286	2625	7008	10895	2560	2488	10071	4410	5589	3970	6719	10374	4375	5370	4918	2771	3316	3902
agt	244	66	154	415	276	279	150	150	331	406	94	154	195	88	119	135	514	244	140	190	159	141	133	240
akirin	17037	5065	11192	32868	16505	16178	7091	5781	15447	21485	5749	5755	14792	5794	8274	6442	13482	15675	9056	9633	8345	5652	6489	8042
al	893	279	584	1926	930	939	442	339	1247	1232	303	426	882	386	424	311	553	814	496	668	555	366	430	507
alc	1699	444	1016	2660	1391	1612	628	476	1803	1841	548	523	1395	721	872	652	1469	1418	740	789	707	514	631	718
alien	3689	946	2500	6822	3534	3547	1468	1243	3750	4627	1318	1140	3447	1568	2203	1764	3706	3923	2181	2497	2048	1356	1637	2102
alph	7033	1908	4800	13527	7250	7361	2970	2505	6278	8629	2438	2353	6296	2863	3981	3004	6986	7304	3753	4018	3407	2382	2622	3318
alpha-Cat	8335	2327	5808	16053	8242	8506	3011	2592	7342	9673	2722	2553	8506	3391	4885	3359	7373	8647	3940	4719	3814	2533	2951	3486
alpha-Est1	194	8	22	120	46	28	34	20	32	22	10	10	46	32	30	8	40	14	18	12	10	0	6	4
alpha-Est10	232	96	226	615	256	310	75	50	150	170	40	48	128	70	68	80	72	168	54	70	42	26	40	22
alpha-Est2	108	4	0	20	10	2	0	72	18	5	0	0	2	10	0	6	4	6	6	4	0	0	0	0
alpha-Est3	327	64	186	566	331	317	130	130	327	416	156	123	306	148	178	156	392	395	192	192	156	151	150	180
alpha-Est4	33	4	18	21	22	30	10	9	21	27	5	8	6	4	4	0	30	11	6	11	2	6	2	2
alpha-Est5	106	13	17	92	28	40	16	6	16	12	0	2	18	22	29	4	13	12	50	28	28	4	4	20
alpha-Est6	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
alpha-Est7	636	6	22	80	112	34	48	86	84	30	20	4	14	56	18	8	30	28	10	30	12	6	6	12
alpha-Est8	102	22	24	56	40	38	8	10	12	18	10	0	33	42	18	8	10	32	18	10	4	2	6	2
alpha-Est9	307	73	150	271	145	176	78	58	56	102	36	14	112	58	82	42	96	120	76	168	98	26	26	92
alpha-Man-IIa	4558	1287	3226	8637	4258	4625	1873	1465	4117	5577	1488	1463	4615	1993	2542	2076	4033	4748	2741	3240	2951	1889	2216	2728
alpha-Man-IIb	1338	362	823	2569	1110	1226	511	463	1159	1620	414	370	1416	684	794	594	1145	1487	642	783	713	476	488	540
alpha-Man-Ia	2067	615	1482	4063	1991	2089	870	713	1808	2579	747	702	2055	918	1159	987	2125	2034	1761	2016	1709	1038	1194	1271
alpha-Man-Ib	2527	713	1772	4277	2290	2263	985	822	2377	3177	804	705	2486	1021	1349	1111	2385	2387	1387	1574	1370	932	1076	1289
alpha-Man-Ic	2	2	0	10	2	8	2	2	2	6	0	8	1	4	0	2	2	2	4	0	2	0	2	0
alpha-PheRS	2776	884	1870	5173	2617	2738	1226	988	3150	3771	1136	880	2770	1252	1662	1454	3094	3150	1751	2204	1806	1168	1572	1830
alpha-Spec	23019	6294	15187	40835	22406	24268	9647	8656	16957	27432	8055	7037	22694	10780	13858	11205	30765	27918	15304	18605	17701	11934	12828	16931
alpha-catenin-related	183	72	121	253	75	100	63	50	170	202	60	58	110	57	78	71	146	196	54	110	78	50	74	46
alpha4GT1	835	244	528	1365	705	758	294	270	738	898	282	252	680	336	446	285	752	858	406	496	358	262	286	412
alpha4GT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alphaCOP	8273	2542	6079	15790	7568	8257	3772	2956	8096	12237	3124	2837	9026	3834	5027	4326	8036	10002	5061	6621	5526	3800	4806	5076
alphaKap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alphaSnap	2984	884	2076	5670	2871	2999	1132	1000	3017	3600	1033	914	3115	1267	1640	1393	2528	3118	1524	1628	1614	1026	1305	1529
alphaTry	2	0	4	0	4	4	2	6	4	0	4	8	20	0	2	0	0	2	4	4	4	0	4	0
alphaTub67C	15	1	7	23	13	11	8	2	9	8	3	2	9	3	7	3	6	5	11	13	10	7	2	4
alphaTub84B	127591	41075	99013	267578	132099	140569	57254	45431	143474	190261	52262	40381	151867	66761	82336	74531	128820	169713	93940	114387	103053	68059	85784	97029
alphaTub84D	7801	2186	5386	14653	8018	8035	3331	2831	8443	10250	3038	2403	7927	3680	4751	4190	8606	9027	5302	6211	5463	3406	3972	5435
alphaTub85E	146	46	110	347	204	114	62	72	120	165	42	22	231	122	166	73	133	315	98	112	114	64	74	67
alphagamma-element:CR32865	2	0	2	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
alrm	222	62	34	126	14	10	8	0	70	38	34	4	10	4	8	16	38	54	24	30	12	8	8	8
alt	14433	5353	11425	27996	10570	12311	5460	4095	11688	17710	4282	3862	15324	6518	8183	5597	8468	15612	6856	8433	7435	4192	5575	4999
aly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amd	176	18	120	475	289	306	161	116	364	510	158	186	159	65	118	138	620	240	42	40	50	58	48	106
amn	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
amon	448	186	279	715	354	403	130	126	266	394	127	72	445	158	204	154	306	484	224	272	182	170	220	200
amos	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amx	339	79	200	514	295	311	148	121	299	328	106	117	252	144	167	134	274	328	160	158	178	68	104	132
ana	1237	362	1119	2661	1386	1414	337	294	638	965	297	320	953	346	578	316	402	1467	582	853	613	458	464	495
ana1	2190	516	1237	4033	2414	2307	978	871	1916	2850	726	921	1925	887	1093	929	2904	2395	1155	1272	1209	784	850	1287
ana2	383	100	224	793	502	334	254	210	472	672	184	162	342	168	214	192	568	428	406	396	378	212	250	438
ana3	1428	326	904	2501	1623	1545	697	602	1293	1813	622	494	1275	594	759	649	2021	1716	818	942	830	526	588	895
angel	362	82	256	758	368	450	200	148	430	518	162	178	348	170	200	172	504	408	246	256	224	156	192	306
antdh	6	0	0	2	6	0	12	0	2	2	0	0	2	0	0	2	6	2	0	0	0	0	4	2
antr	19	5	2	39	14	10	0	0	2	0	0	0	12	2	9	1	2	2	1	0	0	0	0	0
aop	12785	4046	9738	25315	13398	13306	3862	3329	8246	12083	3403	2946	15690	6911	9100	6033	10514	15537	6822	8421	7669	4900	5412	6381
aos	2334	560	1787	4133	2324	2673	740	730	1892	2405	626	568	2960	1235	1749	1161	2127	3183	1324	1647	1281	947	1163	1096
ap	355	112	234	1480	183	191	1501	1529	4305	6728	1603	1688	172	68	91	631	3992	278	412	514	509	546	542	766
aph-1	1380	343	942	2617	1318	1342	614	520	1428	1716	512	419	1284	556	706	630	1246	1650	850	1007	866	574	654	686
apolpp	21219	250	717	1910	1805	415	82	2132	1506	1288	324	70	251	3079	88	332	520	220	398	805	202	16	42	72
app	2206	622	1333	4193	2213	2150	939	873	2005	2665	700	657	2075	908	1233	843	2130	1827	996	1084	1022	644	672	821
apt	1517	332	658	1837	1130	900	600	542	947	972	382	344	680	348	556	470	1646	1034	826	1050	692	394	396	730
aqrs	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ara	950	264	669	2164	977	875	568	470	1692	2140	509	546	819	446	478	398	1012	954	290	312	340	222	218	288
aralar1	1744	436	983	2624	1255	1367	483	420	1117	1545	372	349	1343	606	762	516	990	1180	760	846	789	402	478	593
arg	118	11	17	74	40	49	14	27	37	51	13	5	30	20	23	13	15	41	22	24	12	17	8	5
ari-1	2509	660	1700	4583	2440	2434	978	834	2198	2908	814	803	2380	1076	1387	1127	2336	2455	1313	1418	1265	743	832	1048
ari-2	3414	946	2337	6274	2904	3182	1103	960	2742	3670	1042	887	3634	1613	2017	1391	2426	4126	1822	2289	2013	1146	1416	1521
arm	38122	10980	27852	71357	36271	37762	16136	13950	35615	52114	15125	12593	38965	17479	22053	18965	36827	46093	23682	30092	25461	16753	20433	23126
armi	3734	958	2098	6462	3815	3538	1553	1453	3455	4358	1283	1314	3051	1467	2073	1528	3638	3264	1682	2084	1720	1110	1122	1732
arr	6862	1934	4501	13498	7172	7472	3089	2833	7249	8882	2323	2748	7184	3166	4360	3232	8337	7288	3847	4092	3774	3113	3217	4150
aru	4910	1337	3256	8895	4647	4872	2235	1822	4892	6245	1733	1638	4820	2131	2931	2555	4940	5577	2860	3602	2926	1883	2201	2604
arx	274	40	150	377	215	263	51	94	116	161	70	40	137	54	88	82	143	150	78	91	100	56	62	89
ase	296	92	182	268	122	180	34	24	98	198	46	40	118	54	68	54	122	154	84	126	94	70	70	78
asf1	2117	598	1216	4251	2515	2271	1071	941	2467	3264	981	804	2162	1016	1398	1259	2797	2441	1469	1496	1276	789	1018	1508
ash1	2114	598	1505	4173	2198	2160	879	725	1805	2379	640	678	2186	1013	1207	884	2356	2122	1118	1318	1218	862	866	1105
ash2	1802	461	1025	3161	1824	1779	940	860	2082	2538	770	699	1591	743	962	920	2185	1983	1152	1273	1072	767	901	1220
asl	1752	513	1209	3504	1890	1829	934	664	2030	2436	716	732	1848	933	1225	888	2164	2258	1118	1240	1088	730	726	1016
asp	3522	866	1836	6570	4081	3299	1730	1508	3242	4327	1278	1290	3097	1444	2122	1628	5089	3510	1982	2366	2214	1214	1410	2072
asrij	858	196	510	1665	904	916	412	340	983	1002	322	278	565	358	342	383	1002	902	512	558	464	300	424	500
ast	980	300	680	1786	981	940	446	358	1062	1316	388	446	950	400	578	504	1069	1120	588	726	568	356	471	566
asun	680	186	428	1352	704	588	331	286	694	900	278	242	600	314	324	369	798	698	386	524	464	258	344	446
atilla	70	8	20	185	90	97	120	82	148	108	64	74	30	28	30	46	143	88	106	138	128	75	112	102
atk	27	8	14	12	6	22	0	8	10	4	8	4	20	2	8	16	8	16	2	22	6	2	12	12
atl	6524	1959	4686	11819	5538	6184	2724	2260	6107	8322	2158	1976	6721	2952	3788	3211	5091	6953	3670	4757	3977	2452	3009	3390
atms	2767	757	1823	5088	2663	2923	1147	1054	3067	3588	1122	927	2793	1163	1733	1518	3291	3281	1731	1970	1746	1102	1372	1640
ato	3168	724	1684	5101	2900	2747	434	429	1074	1200	370	306	3092	1558	1913	1130	1451	3318	1438	1540	1112	636	744	1184
att-ORFA	273	57	142	410	236	231	113	83	186	219	73	81	174	83	96	88	202	198	84	85	96	74	77	105
att-ORFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aub	22	4	14	39	17	20	6	2	12	21	2	4	34	6	16	10	20	14	12	6	8	0	12	8
aurA	876	192	520	1728	1098	1028	344	352	1006	1220	380	346	818	321	544	516	1146	852	540	582	490	372	408	616
aurB	1726	354	978	2903	1846	1846	806	698	2106	2275	728	578	1492	636	918	920	2172	1783	1196	1512	1188	778	972	1352
aust	2	0	0	2	0	0	0	2	0	4	0	0	2	0	2	0	0	0	0	2	0	0	0	0
aux	2812	813	1855	5108	2382	2622	1071	927	2326	3245	833	705	2615	1194	1723	1293	2691	2953	1373	1689	1626	834	987	1233
ave	276	58	212	537	210	252	115	82	270	253	69	98	260	123	162	126	211	319	124	143	162	84	80	124
awd	32746	9129	21185	61400	31949	32386	14381	11083	37855	40553	12367	9790	30118	13461	17477	15928	34358	34466	20542	23915	21937	13227	17008	20954
axo	315	98	167	474	135	203	82	81	112	223	48	28	147	108	78	84	127	194	117	138	101	48	79	79
az2	724	159	506	1138	793	577	324	336	725	927	278	270	635	293	350	302	851	725	360	481	383	288	312	441
azot	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b	246	132	382	362	24	288	84	18	97	253	24	22	511	136	126	296	32	348	14	36	98	7	52	22
b6	14	6	16	44	22	27	12	22	34	110	18	16	23	16	31	26	38	55	10	26	16	24	22	10
bab1	198	32	136	307	184	151	50	20	60	89	8	24	120	48	82	40	53	109	72	108	79	56	58	59
bab2	3519	1285	2755	6936	3287	3230	1322	1010	2597	4209	1006	774	4086	1638	1971	1458	1520	4468	2206	2688	2632	1196	1592	1310
babo	4743	1277	3181	8453	4529	4711	1742	1639	3761	5659	1470	1469	4308	1804	2488	1684	4029	4331	2029	2323	1954	1325	1647	1657
babos	2083	649	1509	5213	2413	2558	992	797	2714	3414	985	796	2189	966	1296	1237	2368	2841	1203	1516	1238	987	1253	1381
baf	3367	840	2012	6214	3499	3550	1682	1277	4137	4137	1268	1199	2836	1321	1900	1438	3847	3396	1789	1942	1689	1236	1402	1886
bai	3274	1045	2679	7099	3292	3495	1417	1055	3658	4473	1225	1084	3787	1447	2098	1524	2618	4147	2089	2531	2008	1376	1838	1811
ball	3158	753	2025	5571	3380	3218	1642	1403	4000	4373	1544	1316	2702	1243	1676	1459	4188	3171	2092	2322	1985	1353	1597	2335
bam	6	2	6	20	6	12	6	0	6	18	4	0	388	144	213	174	320	450	10	6	2	4	0	2
ban	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bap	24	6	16	50	10	16	8	12	14	12	10	4	8	6	10	6	13	26	32	30	4	4	6	20
barc	2272	491	1454	4152	2239	2245	748	704	2128	2674	664	654	2045	940	1324	1001	1811	2159	1068	1113	1028	694	836	1029
bark	7478	2076	5028	14223	7792	8556	3086	2883	5990	8630	2209	2385	7887	3601	4786	3369	9661	8048	4309	5042	5375	3437	3501	4994
barr	3934	896	2462	6897	4070	3965	1838	1698	4255	5486	1740	1605	3617	1537	2236	1996	4926	4458	2361	2992	2234	1636	1748	2594
baz	3387	969	2396	6051	3374	3427	1384	1279	2864	4084	1109	1005	3465	1521	2195	1575	3808	3905	1972	2455	2233	1372	1578	1878
bbc	2556	699	1569	4681	2293	2178	876	901	2486	3173	911	733	2469	1064	1405	999	1877	2359	1178	1517	1152	672	837	986
